id;class_shape;num_faces;num_vertices;type_shape;barycenter;distance from barycenter to the origin;bounding_box_points;extent_length;extent_x;extent_y;extent_z;max_length;bounding box volume;major angle;second angle
71;Airplane;11694;5849;triangles;[-9.35146310e-05 -2.03860034e-04 -1.78365363e-04];0,000286563;"[[-0.83764899 -0.98194498 -0.123477  ]
 [ 0.77286297 -0.98194498 -0.123477  ]
 [-0.83764899  0.99644798 -0.123477  ]
 [-0.83764899 -0.98194498  0.31294799]
 [ 0.77286297  0.99644798  0.31294799]
 [-0.83764899  0.99644798  0.31294799]
 [ 0.77286297 -0.98194498  0.31294799]
 [ 0.77286297  0.99644798 -0.123477  ]]";[1.61051196 1.97839296 0.43642499];1,610511959;1,978392959;0,436424986;1,978392959;1,390548426;-0,996357718;0,996384311
72;Airplane;10452;5228;triangles;[-0.00019984 -0.00022797 -0.00020283];0,000364753;"[[-0.80012    -0.98422498 -0.0927    ]
 [ 0.64798301 -0.98422498 -0.0927    ]
 [-0.80012     0.99471498 -0.0927    ]
 [-0.80012    -0.98422498  0.285447  ]
 [ 0.64798301  0.99471498  0.285447  ]
 [-0.80012     0.99471498  0.285447  ]
 [ 0.64798301 -0.98422498  0.285447  ]
 [ 0.64798301  0.99471498 -0.0927    ]]";[1.44810301 1.97893995 0.378147  ];1,448103011;1,97893995;0,378146999;1,97893995;1,083659219;-0,000702851;0,000721433
73;Airplane;10214;5109;triangles;[-0.00014501 -0.00023247 -0.00020635];0,000343005;"[[-0.89365298 -0.97231901 -0.121931  ]
 [ 0.68551803 -0.97231901 -0.121931  ]
 [-0.89365298  0.98491299 -0.121931  ]
 [-0.89365298 -0.97231901  0.27336699]
 [ 0.68551803  0.98491299  0.27336699]
 [-0.89365298  0.98491299  0.27336699]
 [ 0.68551803 -0.97231901  0.27336699]
 [ 0.68551803  0.98491299 -0.121931  ]]";[1.579171   1.957232   0.39529799];1,579171002;1,957231998;0,395297989;1,957231998;1,221788613;-0,021813783;-0,021898426
74;Airplane;10084;5044;triangles;[-0.00014614 -0.00023453 -0.0002085 ];0,000346169;"[[-0.76172298 -0.97458398 -0.128179  ]
 [ 0.60097301 -0.97458398 -0.128179  ]
 [-0.76172298  0.98356402 -0.128179  ]
 [-0.76172298 -0.97458398  0.26549599]
 [ 0.60097301  0.98356402  0.26549599]
 [-0.76172298  0.98356402  0.26549599]
 [ 0.60097301 -0.97458398  0.26549599]
 [ 0.60097301  0.98356402 -0.128179  ]]";[1.36269599 1.958148   0.39367498];1,362695992;1,958148003;0,393674985;1,958148003;1,050466753;-0,007217795;-0,007249884
75;Airplane;17354;8679;triangles;[-1.96690619e-04 -6.43569894e-05 -1.97534764e-05];0,000207892;"[[-0.99911302 -0.831949   -0.126864  ]
 [ 0.74962902 -0.831949   -0.126864  ]
 [-0.99911302  0.84124899 -0.126864  ]
 [-0.99911302 -0.831949    0.156793  ]
 [ 0.74962902  0.84124899  0.156793  ]
 [-0.99911302  0.84124899  0.156793  ]
 [ 0.74962902 -0.831949    0.156793  ]
 [ 0.74962902  0.84124899 -0.126864  ]]";[1.74874204 1.67319798 0.283657  ];1,748742044;1,673197985;0,283656999;1,748742044;0,829978016;0,998885006;0,998887786
76;Airplane;11842;5923;triangles;[-5.39692393e-05 -1.43723018e-04 -3.06445313e-05];0,000156551;"[[-0.997913   -0.73194402 -0.12601601]
 [ 0.83532602 -0.73194402 -0.12601601]
 [-0.997913    0.74372    -0.12601601]
 [-0.997913   -0.73194402  0.328565  ]
 [ 0.83532602  0.74372     0.328565  ]
 [-0.997913    0.74372     0.328565  ]
 [ 0.83532602 -0.73194402  0.328565  ]
 [ 0.83532602  0.74372    -0.12601601]]";[1.83323902 1.47566402 0.45458101];1,833239019;1,47566402;0,454581007;1,833239019;1,229752933;0,99771854;-0,997728787
77;Airplane;13170;6587;triangles;[-1.71950394e-04 -1.48284085e-04 -3.81440922e-05];0,000230239;"[[-0.87261099 -0.112446   -0.99926299]
 [ 0.87496799 -0.112446   -0.99926299]
 [-0.87261099  0.33892301 -0.99926299]
 [-0.87261099 -0.112446    0.78739101]
 [ 0.87496799  0.33892301  0.78739101]
 [-0.87261099  0.33892301  0.78739101]
 [ 0.87496799 -0.112446    0.78739101]
 [ 0.87496799  0.33892301 -0.99926299]]";[1.74757898 0.45136901 1.786654  ];1,747578979;0,45136901;1,786653996;1,786653996;1,40931802;-0,001824663;2,47392E-05
78;Airplane;14936;7470;triangles;[-6.08965604e-05 -1.46235710e-04 -1.15304730e-04];0,00019593;"[[-0.99779302 -0.903584   -0.121189  ]
 [ 0.82673198 -0.903584   -0.121189  ]
 [-0.99779302  0.904432   -0.121189  ]
 [-0.99779302 -0.903584    0.482449  ]
 [ 0.82673198  0.904432    0.482449  ]
 [-0.99779302  0.904432    0.482449  ]
 [ 0.82673198 -0.903584    0.482449  ]
 [ 0.82673198  0.904432   -0.121189  ]]";[1.824525   1.808016   0.60363799];1,824524999;1,808016002;0,603637993;1,824524999;1,991263141;0,994345879;-0,994409084
79;Airplane;13374;6689;triangles;[-0.00014242 -0.00016998 -0.00014155];0,000263084;"[[-0.89762503 -0.96610802 -0.103375  ]
 [ 0.679039   -0.96610802 -0.103375  ]
 [-0.89762503  0.98601103 -0.103375  ]
 [-0.89762503 -0.96610802  0.46487799]
 [ 0.679039    0.98601103  0.46487799]
 [-0.89762503  0.98601103  0.46487799]
 [ 0.679039   -0.96610802  0.46487799]
 [ 0.679039    0.98601103 -0.103375  ]]";[1.57666403 1.95211905 0.568253  ];1,576664031;1,952119052;0,568252996;1,952119052;1,748989466;-0,479965765;0,481762537
80;Airplane;14698;7351;triangles;[-0.00013211 -0.00015928 -0.0001287 ];0,000243691;"[[-0.91575402 -0.97575402 -0.113978  ]
 [ 0.63262099 -0.97575402 -0.113978  ]
 [-0.91575402  0.94688803 -0.113978  ]
 [-0.91575402 -0.97575402  0.42378199]
 [ 0.63262099  0.94688803  0.42378199]
 [-0.91575402  0.94688803  0.42378199]
 [ 0.63262099 -0.97575402  0.42378199]
 [ 0.63262099  0.94688803 -0.113978  ]]";[1.54837501 1.92264205 0.53775999];1,54837501;1,922642052;0,53775999;1,922642052;1,600895844;-0,920172613;-0,920587264
100;Ant;16124;8064;triangles;[-1.27176338e-04 -1.73727477e-04 -6.34535262e-05];0,000224458;"[[-0.377489   -0.81231898 -0.52976799]
 [ 0.37869999 -0.81231898 -0.52976799]
 [-0.377489    0.86901301 -0.52976799]
 [-0.377489   -0.81231898  0.54171801]
 [ 0.37869999  0.86901301  0.54171801]
 [-0.377489    0.86901301  0.54171801]
 [ 0.37869999 -0.81231898  0.54171801]
 [ 0.37869999  0.86901301 -0.52976799]]";[0.75618899 1.68133199 1.071486  ];0,756188989;1,681331992;1,071485996;1,681331992;1,362292373;0,019228647;0,652061242
81;Ant;12736;6370;triangles;[-0.00021554 -0.00013998 -0.00012496];0,000285776;"[[-0.48686001 -0.97787702 -0.48428801]
 [ 0.41716501 -0.97787702 -0.48428801]
 [-0.48686001  0.84536099 -0.48428801]
 [-0.48686001 -0.97787702  0.241441  ]
 [ 0.41716501  0.84536099  0.241441  ]
 [-0.48686001  0.84536099  0.241441  ]
 [ 0.41716501 -0.97787702  0.241441  ]
 [ 0.41716501  0.84536099 -0.48428801]]";[0.90402502 1.82323802 0.725729  ];0,904025018;1,823238015;0,725729004;1,823238015;1,196184848;-0,016652354;0,042369929
82;Ant;16594;8299;triangles;[-7.19188427e-05 -1.44947592e-04 -7.59223502e-05];0,000178735;"[[-0.48761299 -0.86030197 -0.579611  ]
 [ 0.61847299 -0.86030197 -0.579611  ]
 [-0.48761299  0.92207801 -0.579611  ]
 [-0.48761299 -0.86030197  0.39406401]
 [ 0.61847299  0.92207801  0.39406401]
 [-0.48761299  0.92207801  0.39406401]
 [ 0.61847299 -0.86030197  0.39406401]
 [ 0.61847299  0.92207801 -0.579611  ]]";[1.10608599 1.78237998 0.97367501];1,106085986;1,782379985;0,973675013;1,782379985;1,919566718;0,02697039;-0,026403612
83;Ant;12748;6376;triangles;[-0.00012538 -0.00010665 -0.00013649];0,000213826;"[[-0.61159301 -0.94282401 -0.314417  ]
 [ 0.48783299 -0.94282401 -0.314417  ]
 [-0.61159301  0.92787403 -0.314417  ]
 [-0.61159301 -0.94282401  0.29950199]
 [ 0.48783299  0.92787403  0.29950199]
 [-0.61159301  0.92787403  0.29950199]
 [ 0.48783299 -0.94282401  0.29950199]
 [ 0.48783299  0.92787403 -0.314417  ]]";[1.099426   1.87069803 0.61391899];1,099426001;1,870698035;0,61391899;1,870698035;1,26264354;0,016696097;-0,021913069
84;Ant;13696;6850;triangles;[-2.12342878e-04 -7.43868868e-05 -9.11965636e-05];0,000242775;"[[-0.43863001 -0.82299101 -0.45998499]
 [ 0.42824    -0.82299101 -0.45998499]
 [-0.43863001  0.92733902 -0.45998499]
 [-0.43863001 -0.82299101  0.487656  ]
 [ 0.42824     0.92733902  0.487656  ]
 [-0.43863001  0.92733902  0.487656  ]
 [ 0.42824    -0.82299101  0.487656  ]
 [ 0.42824     0.92733902 -0.45998499]]";[0.86687002 1.75033003 0.94764099];0,866870016;1,750330031;0,947640985;1,750330031;1,437863837;0,004463558;0,010476124
85;Ant;16772;8388;triangles;[-1.83214971e-04 -7.07503172e-05 -9.46387109e-05];0,000218013;"[[-0.63033199 -0.81419802 -0.201516  ]
 [ 0.46254301 -0.81419802 -0.201516  ]
 [-0.63033199  0.93533099 -0.201516  ]
 [-0.63033199 -0.81419802  0.40810901]
 [ 0.46254301  0.93533099  0.40810901]
 [-0.63033199  0.93533099  0.40810901]
 [ 0.46254301 -0.81419802  0.40810901]
 [ 0.46254301  0.93533099 -0.201516  ]]";[1.092875   1.749529   0.60962501];1,092875004;1,749529004;0,609625012;1,749529004;1,165613092;0,246396514;-0,244898909
86;Ant;14072;7038;triangles;[-0.0001982  -0.0001318  -0.00010548];0,000260347;"[[-0.330663   -0.925771   -0.480266  ]
 [ 0.31010199 -0.925771   -0.480266  ]
 [-0.330663    0.90053701 -0.480266  ]
 [-0.330663   -0.925771    0.35527501]
 [ 0.31010199  0.90053701  0.35527501]
 [-0.330663    0.90053701  0.35527501]
 [ 0.31010199 -0.925771    0.35527501]
 [ 0.31010199  0.90053701 -0.480266  ]]";[0.64076498 1.82630801 0.83554101];0,640764982;1,826308012;0,83554101;1,826308012;0,977778682;0,003881914;0,657920831
87;Ant;14936;7470;triangles;[-1.94960968e-04 -1.12684872e-04 -9.75667748e-05];0,000245412;"[[-0.56566799 -0.87576097 -0.54826599]
 [ 0.66233099 -0.87576097 -0.54826599]
 [-0.56566799  0.96299702 -0.54826599]
 [-0.56566799 -0.87576097  0.307246  ]
 [ 0.66233099  0.96299702  0.307246  ]
 [-0.56566799  0.96299702  0.307246  ]
 [ 0.66233099 -0.87576097  0.307246  ]
 [ 0.66233099  0.96299702 -0.54826599]]";[1.22799897 1.83875799 0.85551199];1,227998972;1,838757992;0,855511993;1,838757992;1,931740027;0,02682187;-0,044714544
88;Ant;16416;8210;triangles;[-8.82440997e-05 -1.63519225e-04 -7.93057324e-05];0,000202027;"[[-0.76044601 -0.84433103 -0.638264  ]
 [ 0.75040698 -0.84433103 -0.638264  ]
 [-0.76044601  0.98123503 -0.638264  ]
 [-0.76044601 -0.84433103  0.37488699]
 [ 0.75040698  0.98123503  0.37488699]
 [-0.76044601  0.98123503  0.37488699]
 [ 0.75040698 -0.84433103  0.37488699]
 [ 0.75040698  0.98123503 -0.638264  ]]";[1.51085299 1.82556605 1.01315099];1,510852993;1,825566053;1,01315099;1,825566053;2,794434495;-0,039542871;-0,038801835
89;Ant;15304;7654;triangles;[-0.00020777 -0.00010361 -0.00010767];0,000255923;"[[-0.54617202 -0.88876402 -0.209979  ]
 [ 0.48006299 -0.88876402 -0.209979  ]
 [-0.54617202  0.91989797 -0.209979  ]
 [-0.54617202 -0.88876402  0.42837101]
 [ 0.48006299  0.91989797  0.42837101]
 [-0.54617202  0.91989797  0.42837101]
 [ 0.48006299 -0.88876402  0.42837101]
 [ 0.48006299  0.91989797 -0.209979  ]]";[1.02623501 1.808662   0.63835001];1,026235014;1,808661997;0,63835001;1,808661997;1,184849286;0,018256672;-0,020874558
90;Ant;15750;7877;triangles;[-7.51000164e-05 -1.63876340e-04 -9.10303838e-05];0,000201946;"[[-0.51492101 -0.88920599 -0.45636001]
 [ 0.60625899 -0.88920599 -0.45636001]
 [-0.51492101  0.91630399 -0.45636001]
 [-0.51492101 -0.88920599  0.38597399]
 [ 0.60625899  0.91630399  0.38597399]
 [-0.51492101  0.91630399  0.38597399]
 [ 0.60625899 -0.88920599  0.38597399]
 [ 0.60625899  0.91630399 -0.45636001]]";[1.12118    1.80550998 0.842334  ];1,121179998;1,805509984;0,842334002;1,805509984;1,705138136;0,00837739;-0,007764203
91;Ant;17276;8640;triangles;[-6.13483545e-05 -1.20654256e-04 -7.72073254e-05];0,000155827;"[[-0.56759799 -0.80226099 -0.492147  ]
 [ 0.59686899 -0.80226099 -0.492147  ]
 [-0.56759799  0.970994   -0.492147  ]
 [-0.56759799 -0.80226099  0.40660301]
 [ 0.59686899  0.970994    0.40660301]
 [-0.56759799  0.970994    0.40660301]
 [ 0.59686899 -0.80226099  0.40660301]
 [ 0.59686899  0.970994   -0.492147  ]]";[1.16446698 1.77325499 0.89875001];1,164466977;1,773254991;0,898750007;1,773254991;1,855826084;0,007959689;-0,008028082
92;Ant;11730;5867;triangles;[-0.00015532 -0.00010545 -0.00015775];0,000245211;"[[-0.45601901 -0.91071099 -0.31230801]
 [ 0.50269401 -0.91071099 -0.31230801]
 [-0.45601901  0.99820697 -0.31230801]
 [-0.45601901 -0.91071099  0.26227501]
 [ 0.50269401  0.99820697  0.26227501]
 [-0.45601901  0.99820697  0.26227501]
 [ 0.50269401 -0.91071099  0.26227501]
 [ 0.50269401  0.99820697 -0.31230801]]";[0.95871302 1.90891796 0.57458302];0,958713025;1,908917964;0,574583024;1,908917964;1,051546986;0,001588672;-0,002112951
93;Ant;16432;8216;triangles;[-2.02414428e-04 -1.63454773e-04 -9.67078140e-05];0,000277563;"[[-0.78944302 -0.88670301 -0.224755  ]
 [ 0.75233698 -0.88670301 -0.224755  ]
 [-0.78944302  0.95122999 -0.224755  ]
 [-0.78944302 -0.88670301  0.491097  ]
 [ 0.75233698  0.95122999  0.491097  ]
 [-0.78944302  0.95122999  0.491097  ]
 [ 0.75233698 -0.88670301  0.491097  ]
 [ 0.75233698  0.95122999 -0.224755  ]]";[1.54177999 1.837933   0.71585201];1,541779995;1,837933004;0,715852007;1,837933004;2,028501484;0,00396165;0,003309873
94;Ant;14468;7236;triangles;[-8.29209454e-05 -1.09697129e-04 -4.72564061e-05];0,000145405;"[[-0.92970002 -0.290205   -0.77712297]
 [ 0.79455    -0.290205   -0.77712297]
 [-0.92970002  0.330704   -0.77712297]
 [-0.92970002 -0.290205    0.716456  ]
 [ 0.79455     0.330704    0.716456  ]
 [-0.92970002  0.330704    0.716456  ]
 [ 0.79455    -0.290205    0.716456  ]
 [ 0.79455     0.330704   -0.77712297]]";[1.72425002 0.62090901 1.49357897];1,724250019;0,620909005;1,49357897;1,724250019;1,599029177;0,877312876;-0,281125603
95;Ant;14706;7355;triangles;[-8.15398139e-05 -1.08647685e-04 -1.19615236e-04];0,000181;"[[-0.66633201 -0.82165003 -0.22944801]
 [ 0.51441699 -0.82165003 -0.22944801]
 [-0.66633201  0.95625001 -0.22944801]
 [-0.66633201 -0.82165003  0.25301301]
 [ 0.51441699  0.95625001  0.25301301]
 [-0.66633201  0.95625001  0.25301301]
 [ 0.51441699 -0.82165003  0.25301301]
 [ 0.51441699  0.95625001 -0.22944801]]";[1.180749   1.77790004 0.48246102];1,180748999;1,77790004;0,48246102;1,77790004;1,012808079;0,192976727;-0,196836933
96;Ant;17004;8504;triangles;[-4.90485059e-05 -1.42856397e-04 -8.22609824e-05];0,00017199;"[[-0.76046199 -0.96573901 -0.33206201]
 [ 0.62312102 -0.96573901 -0.33206201]
 [-0.76046199  0.73051703 -0.33206201]
 [-0.76046199 -0.96573901  0.402383  ]
 [ 0.62312102  0.73051703  0.402383  ]
 [-0.76046199  0.73051703  0.402383  ]
 [ 0.62312102 -0.96573901  0.402383  ]
 [ 0.62312102  0.73051703 -0.33206201]]";[1.38358301 1.69625604 0.73444501];1,383583009;1,696256042;0,734445006;1,696256042;1,723677091;-0,424718558;0,49303061
97;Ant;16330;8167;triangles;[-1.85635694e-04 -9.60842066e-05 -1.07984097e-04];0,000235273;"[[-0.56225598 -0.88300699 -0.18466599]
 [ 0.49010399 -0.88300699 -0.18466599]
 [-0.56225598  0.82999498 -0.18466599]
 [-0.56225598 -0.88300699  0.211496  ]
 [ 0.49010399  0.82999498  0.211496  ]
 [-0.56225598  0.82999498  0.211496  ]
 [ 0.49010399 -0.88300699  0.211496  ]
 [ 0.49010399  0.82999498 -0.18466599]]";[1.05235997 1.71300197 0.39616199];1,052359968;1,713001966;0,396161988;1,713001966;0,714159115;0,097707216;-0,098167019
98;Ant;12304;6154;triangles;[-0.00012885 -0.00017536 -0.00012898];0,000252959;"[[-0.44565299 -0.95827198 -0.42872301]
 [ 0.392499   -0.95827198 -0.42872301]
 [-0.44565299  0.93863899 -0.42872301]
 [-0.44565299 -0.95827198  0.38128099]
 [ 0.392499    0.93863899  0.38128099]
 [-0.44565299  0.93863899  0.38128099]
 [ 0.392499   -0.95827198  0.38128099]
 [ 0.392499    0.93863899 -0.42872301]]";[0.83815199 1.89691097 0.810004  ];0,838151991;1,896910965;0,810003996;1,896910965;1,287825113;0,01167998;-0,039233061
99;Ant;13758;6881;triangles;[-6.83439943e-05 -1.90379803e-04 -1.05988355e-04];0,000228361;"[[-0.58798999 -0.93640298 -0.47950301]
 [ 0.67311198 -0.93640298 -0.47950301]
 [-0.58798999  0.81604701 -0.47950301]
 [-0.58798999 -0.93640298  0.28520799]
 [ 0.67311198  0.81604701  0.28520799]
 [-0.58798999  0.81604701  0.28520799]
 [ 0.67311198 -0.93640298  0.28520799]
 [ 0.67311198  0.81604701 -0.47950301]]";[1.26110196 1.75244999 0.76471099];1,261101961;1,752449989;0,764710993;1,752449989;1,690025149;-0,008785417;0,020655027
281;Armadillo;50542;25273;triangles;[-0.00054405  0.00129431 -0.00062859];0,001538294;"[[-0.70611697 -0.684591   -0.471506  ]
 [ 0.54328698 -0.684591   -0.471506  ]
 [-0.70611697  0.64282799 -0.471506  ]
 [-0.70611697 -0.684591    0.65875202]
 [ 0.54328698  0.64282799  0.65875202]
 [-0.70611697  0.64282799  0.65875202]
 [ 0.54328698 -0.684591    0.65875202]
 [ 0.54328698  0.64282799 -0.471506  ]]";[1.24940395 1.32741898 1.13025802];1,249403954;1,327418983;1,130258024;1,327418983;1,874513182;0,286318055;0,414600591
282;Armadillo;48942;24473;triangles;[ 0.0008004  -0.00201129  0.00130346];0,002526841;"[[-0.40090999 -0.892775   -0.490459  ]
 [ 0.448975   -0.892775   -0.490459  ]
 [-0.40090999  0.72728401 -0.490459  ]
 [-0.40090999 -0.892775    0.48733899]
 [ 0.448975    0.72728401  0.48733899]
 [-0.40090999  0.72728401  0.48733899]
 [ 0.448975   -0.892775    0.48733899]
 [ 0.448975    0.72728401 -0.490459  ]]";[0.84988499 1.62005901 0.97779799];0,849884987;1,620059013;0,977797985;1,620059013;1,346294682;-0,038521673;-0,188585772
283;Armadillo;48964;24484;triangles;[-0.00014759 -0.00357697  0.00214984];0,004175917;"[[-0.47476    -0.951002   -0.47300401]
 [ 0.41338301 -0.951002   -0.47300401]
 [-0.47476     0.92768598 -0.47300401]
 [-0.47476    -0.951002    0.46067399]
 [ 0.41338301  0.92768598  0.46067399]
 [-0.47476     0.92768598  0.46067399]
 [ 0.41338301 -0.951002    0.46067399]
 [ 0.41338301  0.92768598 -0.47300401]]";[0.888143   1.87868798 0.933678  ];0,888143003;1,878687978;0,933678001;1,878687978;1,557882437;-0,009647883;0,061077105
284;Armadillo;50984;25494;triangles;[-1.69391872e-05 -3.00594436e-05  1.37439984e-05];3,71403E-05;"[[-0.56030202 -0.84252501 -0.70154899]
 [ 0.59750199 -0.84252501 -0.70154899]
 [-0.56030202  0.596627   -0.70154899]
 [-0.56030202 -0.84252501  0.69585198]
 [ 0.59750199  0.596627    0.69585198]
 [-0.56030202  0.596627    0.69585198]
 [ 0.59750199 -0.84252501  0.69585198]
 [ 0.59750199  0.596627   -0.70154899]]";[1.15780401 1.439152   1.39740098];1,157804012;1,439152002;1,397400975;1,439152002;2,328427707;-0,007379811;0,465711952
285;Armadillo;50382;25193;triangles;[-0.00083736  0.00142284  0.00030955];0,001679723;"[[-0.47710499 -0.86975002 -0.78746903]
 [ 0.55666798 -0.86975002 -0.78746903]
 [-0.47710499  0.68065798 -0.78746903]
 [-0.47710499 -0.86975002  0.64269602]
 [ 0.55666798  0.68065798  0.64269602]
 [-0.47710499  0.68065798  0.64269602]
 [ 0.55666798 -0.86975002  0.64269602]
 [ 0.55666798  0.68065798 -0.78746903]]";[1.03377298 1.55040801 1.43016505];1,033772975;1,550408006;1,430165052;1,550408006;2,292225494;-0,127797694;0,377873265
